seed,cam1,cam2,cam3,cam4,cam5,cam6,cam7,cam8,cam9,cam10,cam11,cam12,cam13,cam14,cam15,cam16,cam17,cam18,cam19,cam20,cam21,cam22,cam23,cam24,cam25,cam26,cam27,cam28,cam29,cam30,cam31,cam32,sim_duration,avg_travel_time,vehicles_spawned,tier1,tier2,tier3,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
644773,38,4,41,43,10,15,22,16,24,49,48,13,24,38,14,24,5,12,44,41,27,8,30,44,4,16,40,40,14,7,11,19,122.35,25.15,785,0.53,0.96,1.36,4.28,2.24,4.46,4.58,2.6,2.9,3.32,2.96,3.44,4.94,4.88,2.78,3.44,4.28,2.84,3.44
996153,37,12,8,3,4,46,42,19,5,26,46,50,22,30,48,9,36,48,16,24,25,43,17,4,43,26,42,5,29,3,42,46,149.73,28.2,856,1.49,0.59,0.92,4.22,2.72,2.48,2.18,2.24,4.76,4.52,3.14,2.3,3.56,4.76,5.0,3.32,3.8,4.88,2.54
52695,18,16,43,26,8,4,35,24,1,36,42,6,4,43,15,2,45,18,48,44,13,36,34,24,35,37,6,16,24,33,29,41,142.02,26.06,806,0.66,1.24,1.37,3.08,2.96,4.58,3.56,2.48,2.24,4.1,3.44,2.06,4.16,4.52,2.36,2.24,4.58,2.9,2.12
395385,31,18,20,50,21,33,33,12,44,25,49,6,46,15,23,40,4,27,17,25,47,36,22,8,16,25,0,31,45,29,47,12,94.93,27.47,857,1.35,0.56,0.97,3.86,3.08,3.2,5.0,3.26,3.98,3.98,2.72,4.64,3.5,4.94,2.36,4.76,2.9,3.38,4.4
440057,38,43,18,18,32,40,46,42,45,28,43,26,24,30,46,45,18,24,0,11,0,7,12,38,11,50,32,9,20,47,9,14,108.17,27.55,866,1.42,0.72,1.25,4.28,4.58,3.08,3.08,3.92,4.4,4.76,4.52,4.7,3.68,4.58,3.56,3.44,3.8,4.76,4.7
734072,45,32,11,48,33,44,4,30,2,50,17,35,33,1,40,9,7,3,24,48,33,20,45,45,15,18,47,11,49,44,5,24,137.61,28.64,872,1.06,0.63,1.31,4.7,3.92,2.66,4.88,3.98,4.64,2.24,3.8,2.12,5.0,3.02,4.1,3.98,2.06,4.4,2.54
219473,35,28,14,19,40,47,26,43,16,7,20,0,23,43,6,18,34,8,15,49,14,36,24,45,8,7,10,4,48,13,36,14,96.17,25.03,750,0.54,0.95,1.27,4.1,3.68,2.84,3.14,4.4,4.82,3.56,4.58,2.96,2.42,3.2,2.0,3.38,4.58,2.36,3.08
212699,9,4,46,21,12,50,34,22,17,11,15,7,5,7,22,17,38,17,21,33,22,50,7,10,11,18,29,41,3,13,5,49,147.61,22.07,666,1.11,0.83,1.41,2.54,2.24,4.76,3.26,2.72,5.0,4.04,3.32,3.02,2.66,2.9,2.42,2.3,2.42,3.32,3.02
795395,47,4,44,17,27,27,38,48,46,27,24,4,16,20,44,11,20,21,47,35,24,40,30,43,15,41,37,11,23,30,0,11,113.93,29.13,872,1.02,0.5,0.7,4.82,2.24,4.64,3.02,3.62,3.62,4.28,4.88,4.76,3.62,3.44,2.24,2.96,3.2,4.64,2.66
512797,25,31,0,35,22,23,16,48,27,28,46,15,32,18,40,19,25,43,47,15,43,28,1,11,41,2,44,34,45,13,11,11,124.88,27.05,839,0.76,1.17,0.59,3.5,3.86,2.0,4.1,3.32,3.38,2.96,4.88,3.62,3.68,4.76,2.9,3.92,3.08,4.4,3.14
208482,22,7,13,7,42,9,26,9,38,22,31,17,0,18,21,11,8,16,9,2,12,33,25,30,12,28,41,24,27,26,8,19,132.19,20.49,613,0.63,0.84,0.85,3.32,2.42,2.78,2.42,4.52,2.54,3.56,2.54,4.28,3.32,3.86,3.02,2.0,3.08,3.26,2.66
76064,20,33,18,48,33,17,40,5,45,3,19,13,1,20,3,36,31,30,48,2,13,13,18,47,31,49,17,35,36,42,1,18,94.75,25.76,785,1.07,0.95,1.22,3.2,3.98,3.08,4.88,3.98,3.02,4.4,2.3,4.7,2.18,3.14,2.78,2.06,3.2,2.18,4.16
577026,20,8,2,40,43,42,32,0,18,21,50,42,46,32,17,49,17,0,18,13,26,28,3,0,48,40,13,34,15,50,36,49,131.66,27.14,852,0.74,0.81,0.78,3.2,2.48,2.12,4.4,4.58,4.52,3.92,2.0,3.08,3.26,5.0,4.52,4.76,3.92,3.02,4.94
657364,13,49,45,24,38,19,34,36,38,27,43,16,49,39,24,27,48,37,40,46,45,3,12,21,26,49,6,12,21,9,45,15,109.83,30.33,956,1.39,1.33,1.12,2.78,4.94,4.7,3.44,4.28,3.14,4.04,4.16,4.28,3.62,4.58,2.96,4.94,4.34,3.44,3.62
465115,42,14,17,50,20,11,14,14,46,19,0,15,14,22,31,2,20,12,5,32,23,44,28,10,33,22,23,23,50,4,26,9,156.37,23.16,695,0.85,0.56,1.47,4.52,2.84,3.02,5.0,3.2,2.66,2.84,2.84,4.76,3.14,2.0,2.9,2.84,3.32,3.86,2.12
381117,47,30,8,39,44,49,8,33,36,3,33,25,28,27,6,25,22,35,20,9,42,3,48,18,29,48,17,50,28,50,29,46,80.44,31.21,935,1.33,1.1,1.44,4.82,3.8,2.48,4.34,4.64,4.94,2.48,3.98,4.16,2.18,3.98,3.5,3.68,3.62,2.36,3.5
19119,40,6,47,6,36,11,29,36,45,19,1,23,13,37,5,5,9,44,43,37,50,30,46,16,10,42,24,18,41,35,0,22,131.53,26.7,826,1.32,0.62,1.15,4.4,2.36,4.82,2.36,4.16,2.66,3.74,4.16,4.7,3.14,2.06,3.38,2.78,4.22,2.3,2.3
458980,15,11,26,6,8,40,47,49,1,32,37,22,32,16,38,14,42,27,42,19,33,25,21,22,25,16,23,27,46,19,32,15,99.92,26.29,828,1.16,1.36,1.33,2.9,2.66,3.56,2.36,2.48,4.4,4.82,4.94,2.06,3.92,4.22,3.32,3.92,2.96,4.28,2.84
357202,24,14,29,9,15,3,16,36,46,23,18,25,30,3,33,12,10,11,32,30,41,41,22,36,33,29,37,7,46,24,4,4,108.43,23.94,743,1.16,1.33,0.86,3.44,2.84,3.74,2.54,2.9,2.18,2.96,4.16,4.76,3.38,3.08,3.5,3.8,2.18,3.98,2.72
283066,2,15,25,36,38,25,42,44,14,22,48,25,25,21,15,10,12,8,10,2,20,10,21,5,7,3,24,40,31,11,49,12,157.09,22.62,672,0.59,0.8,1.2,2.12,2.9,3.5,4.16,4.28,3.5,4.52,4.64,2.84,3.32,4.88,3.5,3.5,3.26,2.9,2.6
106588,39,17,46,41,13,10,36,43,20,41,28,8,4,4,14,49,23,50,37,50,43,16,22,19,14,0,8,27,19,26,7,0,134.93,26.03,774,1.02,1.01,1.27,4.34,3.02,4.76,4.46,2.78,2.6,4.16,4.58,3.2,4.46,3.68,2.48,2.24,2.24,2.84,4.94
582029,2,29,42,6,29,16,9,5,10,41,30,8,32,17,30,30,41,34,45,8,29,35,48,19,33,0,26,26,35,31,2,15,155.11,25.69,763,1.19,1.33,0.51,2.12,3.74,4.52,2.36,3.74,2.96,2.54,2.3,2.6,4.46,3.8,2.48,3.92,3.02,3.8,3.8
928453,18,1,14,40,36,1,50,21,39,40,23,1,47,36,36,31,12,5,4,12,37,50,2,50,24,24,17,12,39,8,15,42,141.72,25.42,787,0.52,1.1,1.17,3.08,2.06,2.84,4.4,4.16,2.06,5.0,3.26,4.34,4.4,3.38,2.06,4.82,4.16,4.16,3.86
771304,27,0,39,3,13,25,43,21,7,12,2,30,44,28,21,47,7,24,10,16,20,17,17,45,49,5,27,9,10,18,4,44,140.98,21.74,684,0.94,0.56,0.96,3.62,2.0,4.34,2.18,2.78,3.5,4.58,3.26,2.42,2.72,2.12,3.8,4.64,3.68,3.26,4.82
135483,21,12,22,30,39,23,26,36,39,49,14,48,29,10,16,17,49,24,8,17,29,32,32,38,20,45,29,4,12,40,16,36,119.65,27.25,862,0.91,1.11,0.84,3.26,2.72,3.32,3.8,4.34,3.38,3.56,4.16,4.34,4.94,2.84,4.88,3.74,2.6,2.96,3.02
468232,39,16,47,16,4,36,18,27,44,42,40,23,50,39,49,38,10,34,25,21,17,9,45,35,36,34,12,47,40,40,47,49,127.21,34.09,1029,0.81,0.81,1.37,4.34,2.96,4.82,2.96,2.24,4.16,3.08,3.62,4.64,4.52,4.4,3.38,5.0,4.34,4.94,4.28
946912,5,20,31,37,26,32,27,29,49,2,34,13,19,35,19,3,26,18,37,15,34,14,22,36,3,5,28,26,18,47,49,48,108.51,26.13,807,0.77,1.42,1.46,2.3,3.2,3.86,4.22,3.56,3.92,3.62,3.74,4.94,2.12,4.04,2.78,3.14,4.1,3.14,2.18
352829,37,22,35,39,13,44,19,44,39,32,35,9,1,10,6,12,26,26,17,11,4,4,41,48,1,13,14,36,22,37,48,20,114.62,24.77,765,1.29,1.37,1.34,4.22,3.32,4.1,4.34,2.78,4.64,3.14,4.64,4.34,3.92,4.1,2.54,2.06,2.6,2.36,2.72
927941,9,24,12,33,22,40,39,9,2,40,47,17,15,31,20,6,21,13,34,17,11,32,50,18,47,21,19,34,29,12,16,11,144.61,24.92,751,0.75,1.48,0.97,2.54,3.44,2.72,3.98,3.32,4.4,4.34,2.54,2.12,4.4,4.82,3.02,2.9,3.86,3.2,2.36
355587,41,15,0,39,22,15,38,31,7,40,9,3,16,12,5,12,26,40,15,45,25,47,6,42,18,22,1,35,42,42,1,1,84.42,24.17,713,0.8,1.47,0.52,4.46,2.9,2.0,4.34,3.32,2.9,4.28,3.86,2.42,4.4,2.54,2.18,2.96,2.72,2.3,2.72
996828,7,49,21,44,33,25,34,22,31,26,3,21,0,19,37,49,9,3,29,8,8,43,24,49,36,21,42,32,5,8,7,30,103.69,25.32,775,0.59,0.99,1.14,2.42,4.94,3.26,4.64,3.98,3.5,4.04,3.32,3.86,3.56,2.18,3.26,2.0,3.14,4.22,4.94
370642,33,29,40,36,6,3,6,16,30,35,29,25,28,30,19,33,23,46,31,26,27,31,49,2,24,7,3,17,24,16,18,15,93.52,25.08,757,1.49,1.02,0.86,3.98,3.74,4.4,4.16,2.36,2.18,2.36,2.96,3.8,4.1,3.74,3.5,3.68,3.8,3.14,3.98
905414,1,27,12,2,46,44,30,28,22,18,47,25,50,3,8,29,19,12,33,40,29,38,19,6,14,39,42,27,33,49,8,17,150.81,25.8,817,0.94,0.57,1.01,2.06,3.62,2.72,2.12,4.76,4.64,3.8,3.68,3.32,3.08,4.82,3.5,5.0,2.18,2.48,3.74
742361,47,39,22,3,19,8,8,0,10,28,21,23,2,9,37,28,7,45,31,41,41,23,46,28,24,43,35,1,25,15,13,21,129.04,24.27,743,1.42,0.82,1.0,4.82,4.34,3.32,2.18,3.14,2.48,2.48,2.0,2.6,3.68,3.26,3.38,2.12,2.54,4.22,3.68
281387,22,12,22,14,46,12,20,18,33,46,38,18,22,47,44,49,5,46,6,14,4,3,12,12,3,44,19,7,40,40,37,38,105.98,26.1,793,1.14,0.64,1.03,3.32,2.72,3.32,2.84,4.76,2.72,3.2,3.08,3.98,4.76,4.28,3.08,3.32,4.82,4.64,4.94
389078,9,44,17,38,11,27,11,38,30,24,18,50,49,40,34,37,42,39,27,37,16,5,24,21,37,3,26,49,16,41,10,12,96.03,27.89,882,1.04,0.66,0.73,2.54,4.64,3.02,4.28,2.66,3.62,2.66,4.28,3.8,3.44,3.08,5.0,4.94,4.4,4.04,4.22
990634,1,6,12,22,46,2,22,6,35,5,24,39,7,41,18,45,50,22,21,0,40,22,20,30,28,14,3,8,16,2,20,49,122.52,21.87,676,1.5,1.24,1.46,2.06,2.36,2.72,3.32,4.76,2.12,3.32,2.36,4.1,2.3,3.44,4.34,2.42,4.46,3.08,4.7
218088,40,36,19,49,44,30,39,37,23,34,13,30,11,24,12,38,18,48,30,29,8,48,10,26,26,19,46,34,0,31,8,17,93.48,29.3,877,1.36,1.41,1.44,4.4,4.16,3.14,4.94,4.64,3.8,4.34,4.22,3.38,4.04,2.78,3.8,2.66,3.44,2.72,4.28
990739,14,44,18,44,31,0,48,7,9,4,33,26,37,32,37,23,36,7,3,27,11,36,23,35,2,30,50,34,16,45,47,45,156.11,27.85,854,1.4,1.46,0.71,2.84,4.64,3.08,4.64,3.86,2.0,4.88,2.42,2.54,2.24,3.98,3.56,4.22,3.92,4.22,3.38
683172,3,25,30,2,50,39,13,41,18,26,17,5,40,34,33,4,37,42,42,40,35,16,37,45,16,6,26,11,47,42,13,22,95.88,27.49,857,0.54,1.39,1.4,2.18,3.5,3.8,2.12,5.0,4.34,2.78,4.46,3.08,3.56,3.02,2.3,4.4,4.04,3.98,2.24
478188,32,31,41,19,18,2,31,39,4,38,42,3,5,32,12,13,13,38,11,17,15,28,2,43,48,16,21,31,0,12,50,32,146.58,23.27,739,0.74,1.11,1.34,3.92,3.86,4.46,3.14,3.08,2.12,3.86,4.34,2.24,4.28,4.52,2.18,2.3,3.92,2.72,2.78
119287,12,37,50,26,14,46,37,1,48,36,6,26,49,49,42,10,20,14,25,26,3,35,16,18,16,41,1,9,47,38,48,40,152.86,28.34,886,0.56,1.36,1.21,2.72,4.22,5.0,3.56,2.84,4.76,4.22,2.06,4.88,4.16,2.36,3.56,4.94,4.94,4.52,2.6
151076,24,43,26,48,21,42,10,6,12,50,47,24,40,16,40,12,24,45,28,26,35,34,7,12,43,12,6,22,28,16,32,0,100.68,27.87,831,0.83,0.72,0.95,3.44,4.58,3.56,4.88,3.26,4.52,2.6,2.36,2.72,5.0,4.82,3.44,4.4,2.96,4.4,2.72
261464,14,3,4,45,44,23,20,42,10,15,31,14,37,29,11,7,14,13,15,37,23,48,12,11,19,25,40,0,35,4,19,50,146.94,23.59,714,1.2,1.39,1.21,2.84,2.18,2.24,4.7,4.64,3.38,3.2,4.52,2.6,2.9,3.86,2.84,4.22,3.74,2.66,2.42
984451,32,39,50,8,32,0,22,20,15,31,49,49,1,38,32,37,26,29,5,46,14,18,39,29,39,3,29,41,6,36,39,23,131.3,28.22,877,1.45,0.63,1.45,3.92,4.34,5.0,2.48,3.92,2.0,3.32,3.2,2.9,3.86,4.94,4.94,2.06,4.28,3.92,4.22
580688,27,0,29,45,24,34,25,37,37,35,32,2,33,11,28,30,37,14,17,32,9,12,30,21,30,12,41,50,17,37,7,29,139.62,26.06,824,0.88,0.8,0.86,3.62,2.0,3.74,4.7,3.44,4.04,3.5,4.22,4.22,4.1,3.92,2.12,3.98,2.66,3.68,3.8
652394,32,34,5,33,29,50,19,4,36,27,12,34,47,36,19,10,5,48,27,22,39,44,8,12,8,9,3,14,21,8,36,25,91.48,25.56,756,0.83,1.21,1.36,3.92,4.04,2.3,3.98,3.74,5.0,3.14,2.24,4.16,3.62,2.72,4.04,4.82,4.16,3.14,2.6
797369,5,4,40,10,29,21,39,34,12,19,15,3,37,21,34,0,16,0,50,9,20,45,43,41,2,20,19,45,45,4,7,33,151.23,23.76,722,0.5,0.68,1.17,2.3,2.24,4.4,2.6,3.74,3.26,4.34,4.04,2.72,3.14,2.9,2.18,4.22,3.26,4.04,2.0
182613,30,23,7,0,33,19,32,38,43,7,15,37,36,24,40,16,41,28,41,4,16,45,6,11,29,7,0,41,24,34,29,30,95.98,26.12,786,1.23,1.19,1.35,3.8,3.38,2.42,2.0,3.98,3.14,3.92,4.28,4.58,2.42,2.9,4.22,4.16,3.44,4.4,2.96
313459,38,0,26,22,1,43,11,25,33,40,17,40,0,31,26,45,45,18,9,43,33,17,7,18,34,33,15,1,39,33,46,31,129.79,26.3,820,0.56,0.93,1.18,4.28,2.0,3.56,3.32,2.06,4.58,2.66,3.5,3.98,4.4,3.02,4.4,2.0,3.86,3.56,4.7
844415,48,35,14,2,47,20,24,29,43,4,20,42,3,50,30,34,32,45,9,37,23,48,25,31,41,3,20,4,2,47,47,18,141.99,29.21,877,0.81,1.48,1.06,4.88,4.1,2.84,2.12,4.82,3.2,3.44,3.74,4.58,2.24,3.2,4.52,2.18,5.0,3.8,4.04
842254,43,8,26,13,15,18,8,6,26,0,12,36,7,38,28,22,7,50,17,13,39,19,35,10,29,13,7,41,3,44,13,28,122.69,21.68,674,1.24,0.99,0.64,4.58,2.48,3.56,2.78,2.9,3.08,2.48,2.36,3.56,2.0,2.72,4.16,2.42,4.28,3.68,3.32
469382,24,32,36,4,26,8,36,26,4,39,26,43,47,43,25,21,8,15,49,11,31,39,16,26,1,33,32,5,41,36,10,19,85.49,26.86,812,0.52,0.51,0.56,3.44,3.92,4.16,2.24,3.56,2.48,4.16,3.56,2.24,4.34,3.56,4.58,4.82,4.58,3.5,3.26
611476,26,6,44,46,33,30,44,19,47,1,6,1,14,3,7,24,2,34,34,27,18,0,29,32,25,43,24,36,48,12,4,23,155.31,23.75,742,1.13,1.31,1.28,3.56,2.36,4.64,4.76,3.98,3.8,4.64,3.14,4.82,2.06,2.36,2.06,2.84,2.18,2.42,3.44
403180,49,45,30,6,2,11,11,35,3,31,30,15,2,5,33,34,41,45,5,31,4,34,18,7,5,12,27,3,15,20,31,31,152.53,21.75,671,0.7,0.81,0.83,4.94,4.7,3.8,2.36,2.12,2.66,2.66,4.1,2.18,3.86,3.8,2.9,2.12,2.3,3.98,4.04
265542,35,35,10,41,17,38,13,12,50,25,28,24,10,36,43,42,21,35,29,13,39,24,29,19,25,29,27,9,32,46,4,48,112.71,28.65,888,0.61,0.76,0.9,4.1,4.1,2.6,4.46,3.02,4.28,2.78,2.72,5.0,3.5,3.68,3.44,2.6,4.16,4.58,4.52
61370,22,38,29,43,25,25,13,36,6,48,41,17,3,14,41,44,14,17,5,24,41,13,6,30,48,9,33,38,34,30,22,32,86.25,27.68,841,0.95,1.13,1.23,3.32,4.28,3.74,4.58,3.5,3.5,2.78,4.16,2.36,4.88,4.46,3.02,2.18,2.84,4.46,4.64
717744,27,45,21,42,22,5,42,34,37,24,28,32,4,10,9,43,2,15,12,29,16,18,10,23,3,47,5,15,42,49,39,7,128.55,24.53,757,1.1,1.31,1.04,3.62,4.7,3.26,4.52,3.32,2.3,4.52,4.04,4.22,3.44,3.68,3.92,2.24,2.6,2.54,4.58
59124,33,47,18,42,6,9,31,29,47,7,12,11,9,41,43,6,3,48,27,30,6,16,43,24,21,22,40,43,8,31,16,42,94.03,26.1,811,0.56,1.1,1.46,3.98,4.82,3.08,4.52,2.36,2.54,3.86,3.74,4.82,2.42,2.72,2.66,2.54,4.46,4.58,2.36
691323,38,10,22,21,2,37,17,42,21,16,9,36,7,41,48,0,49,26,47,30,21,43,50,39,32,49,34,47,32,9,48,18,155.72,31.34,941,0.74,0.78,1.01,4.28,2.6,3.32,3.26,2.12,4.22,3.02,4.52,3.26,2.96,2.54,4.16,2.42,4.46,4.88,2.0
588855,34,33,43,41,3,21,48,24,2,28,18,8,36,30,28,19,47,36,45,3,48,32,10,46,47,21,31,34,7,20,25,46,158.54,30.32,914,0.53,1.22,1.11,4.04,3.98,4.58,4.46,2.18,3.26,4.88,3.44,2.12,3.68,3.08,2.48,4.16,3.8,3.68,3.14
537145,8,20,7,1,7,39,16,38,5,45,33,32,6,8,29,46,30,50,20,19,22,26,23,30,22,29,20,37,46,30,23,10,90.23,25.42,777,0.63,0.79,1.33,2.48,3.2,2.42,2.06,2.42,4.34,2.96,4.28,2.3,4.7,3.98,3.92,2.36,2.48,3.74,4.76
172667,5,36,12,25,14,30,32,49,30,12,0,34,32,18,10,9,36,33,29,16,9,40,38,39,20,45,46,21,9,48,19,18,152.68,26.83,814,1.2,0.79,0.96,2.3,4.16,2.72,3.5,2.84,3.8,3.92,4.94,3.8,2.72,2.0,4.04,3.92,3.08,2.6,2.54
554452,24,38,50,12,30,15,34,46,38,13,31,8,12,31,44,3,36,28,34,31,19,18,41,21,15,24,5,21,20,39,2,26,134.03,25.84,809,0.95,1.42,0.73,3.44,4.28,5.0,2.72,3.8,2.9,4.04,4.76,4.28,2.78,3.86,2.48,2.72,3.86,4.64,2.18
470334,18,39,20,34,33,21,24,48,30,20,24,15,0,43,24,44,28,28,21,22,50,49,14,36,15,3,27,50,28,6,39,48,82.77,29.41,901,0.52,0.76,0.75,3.08,4.34,3.2,4.04,3.98,3.26,3.44,4.88,3.8,3.2,3.44,2.9,2.0,4.58,3.44,4.64
112234,8,7,16,16,10,28,18,39,21,37,12,36,30,21,20,9,2,18,16,30,29,38,13,8,29,17,18,20,21,5,20,16,86.98,20.67,628,0.55,1.23,1.43,2.48,2.42,2.96,2.96,2.6,3.68,3.08,4.34,3.26,4.22,2.72,4.16,3.8,3.26,3.2,2.54
389498,10,21,8,13,46,42,27,44,35,36,32,28,1,46,22,27,0,43,17,5,25,29,8,20,14,15,25,21,0,41,46,20,102.26,25.09,767,0.77,1.19,0.96,2.6,3.26,2.48,2.78,4.76,4.52,3.62,4.64,4.1,4.16,3.92,3.68,2.06,4.76,3.32,3.62
685214,29,37,14,42,10,8,5,18,18,18,44,4,1,30,28,46,34,18,25,48,1,28,3,48,36,29,14,18,0,42,43,3,141.8,23.34,742,0.54,1.33,0.55,3.74,4.22,2.84,4.52,2.6,2.48,2.3,3.08,3.08,3.08,4.64,2.24,2.06,3.8,3.68,4.76
56369,0,20,30,6,25,16,6,25,39,22,28,45,4,38,44,3,15,22,48,15,3,1,44,2,47,22,31,29,3,22,29,48,145.23,23.52,732,1.32,1.48,0.67,2.0,3.2,3.8,2.36,3.5,2.96,2.36,3.5,4.34,3.32,3.68,4.7,2.24,4.28,4.64,2.18
285229,26,3,0,27,35,34,39,15,19,2,2,26,20,31,21,15,8,17,7,13,28,11,35,42,5,21,33,14,9,19,31,15,150.8,19.57,623,0.74,0.82,1.39,3.56,2.18,2.0,3.62,4.1,4.04,4.34,2.9,3.14,2.12,2.12,3.56,3.2,3.86,3.26,2.9
305528,37,2,10,20,23,8,18,23,39,42,43,45,9,15,23,9,7,24,40,18,46,2,7,12,21,6,26,11,20,16,35,33,104.12,22.06,690,1.27,1.49,0.53,4.22,2.12,2.6,3.2,3.38,2.48,3.08,3.38,4.34,4.52,4.58,4.7,2.54,2.9,3.38,2.54
828641,17,29,4,26,38,44,3,42,8,38,21,14,22,11,13,9,28,11,19,50,39,34,21,4,23,7,44,39,17,9,11,26,88.73,24.21,721,1.38,1.01,0.77,3.02,3.74,2.24,3.56,4.28,4.64,2.18,4.52,2.48,4.28,3.26,2.84,3.32,2.66,2.78,2.54
319865,21,15,17,7,33,15,31,45,40,33,30,34,46,38,29,4,5,38,23,25,23,8,44,26,17,49,14,4,33,42,25,24,114.25,27.11,838,0.74,1.2,0.67,3.26,2.9,3.02,2.42,3.98,2.9,3.86,4.7,4.4,3.98,3.8,4.04,4.76,4.28,3.74,2.24
186127,39,42,21,35,42,48,0,7,29,37,45,26,11,17,15,34,45,49,6,21,24,19,31,24,6,29,1,40,17,3,9,31,84.33,27.08,803,0.84,0.67,1.22,4.34,4.52,3.26,4.1,4.52,4.88,2.0,2.42,3.74,4.22,4.7,3.56,2.66,3.02,2.9,4.04
463928,43,13,45,12,34,39,34,13,2,36,47,12,38,40,35,26,36,32,3,36,6,13,9,7,36,5,10,1,50,1,8,33,146.39,25.31,755,0.72,0.91,0.72,4.58,2.78,4.7,2.72,4.04,4.34,4.04,2.78,2.12,4.16,4.82,2.72,4.28,4.4,4.1,3.56
502131,13,3,20,3,22,17,34,3,35,11,48,5,37,21,33,22,4,36,26,29,40,19,14,11,26,33,19,27,25,5,15,24,124.57,22.68,680,1.38,1.24,1.31,2.78,2.18,3.2,2.18,3.32,3.02,4.04,2.18,4.1,2.66,4.88,2.3,4.22,3.26,3.98,3.32
587599,1,27,0,8,27,44,19,7,2,32,5,10,9,38,22,46,22,11,35,24,38,12,50,27,47,0,36,0,8,37,46,44,157.49,24.31,734,0.84,0.73,0.76,2.06,3.62,2.0,2.48,3.62,4.64,3.14,2.42,2.12,3.92,2.3,2.6,2.54,4.28,3.32,4.76
812971,24,28,7,37,46,4,21,5,26,15,45,8,48,26,17,6,15,5,20,41,34,19,16,40,13,44,17,12,30,43,16,42,133.15,25.37,770,1.09,1.07,0.78,3.44,3.68,2.42,4.22,4.76,2.24,3.26,2.3,3.56,2.9,4.7,2.48,4.88,3.56,3.02,2.36
768570,14,28,18,46,27,42,25,42,48,20,38,41,21,10,41,39,12,23,1,41,31,7,38,8,44,45,31,14,39,10,9,24,119.5,29.24,877,1.1,1.39,0.59,2.84,3.68,3.08,4.76,3.62,4.52,3.5,4.52,4.88,3.2,4.28,4.46,3.26,2.6,4.46,4.34
910668,29,50,36,37,0,44,14,12,5,40,28,4,24,2,19,49,42,14,17,38,29,33,30,39,12,18,40,10,41,45,45,29,93.45,28.96,875,0.95,1.26,0.72,3.74,5.0,4.16,4.22,2.0,4.64,2.84,2.72,2.3,4.4,3.68,2.24,3.44,2.12,3.14,4.94
126125,9,44,13,21,6,41,4,10,33,40,46,28,17,38,19,36,45,34,43,25,17,39,21,21,0,40,31,43,28,33,12,31,101.29,28.15,868,1.11,1.22,1.02,2.54,4.64,2.78,3.26,2.36,4.46,2.24,2.6,3.98,4.4,4.76,3.68,3.02,4.28,3.14,4.16
905225,50,42,45,26,14,0,24,7,2,49,6,12,31,40,35,32,2,46,39,6,13,5,15,35,38,37,23,44,12,17,36,8,103.65,26.51,791,0.87,0.98,1.46,5.0,4.52,4.7,3.56,2.84,2.0,3.44,2.42,2.12,4.94,2.36,2.72,3.86,4.4,4.1,3.92
982188,7,35,20,46,15,43,26,35,45,50,48,8,48,44,49,38,48,6,19,35,3,50,20,44,29,45,38,37,25,2,23,7,105.33,32.43,988,1.03,0.53,1.29,2.42,4.1,3.2,4.76,2.9,4.58,3.56,4.1,4.7,5.0,4.88,2.48,4.88,4.64,4.94,4.28
841933,44,41,31,2,37,21,11,11,5,5,45,30,44,21,3,11,23,34,8,16,38,0,5,1,20,27,36,25,16,0,30,28,111.49,21.69,669,1.17,0.88,1.34,4.64,4.46,3.86,2.12,4.22,3.26,2.66,2.66,2.3,2.3,4.7,3.8,4.64,3.26,2.18,2.66
277579,15,39,23,12,46,10,10,32,46,36,13,2,8,38,44,19,39,7,10,2,32,42,5,12,25,28,29,32,27,23,21,43,89.23,25.57,770,0.6,0.76,0.97,2.9,4.34,3.38,2.72,4.76,2.6,2.6,3.92,4.76,4.16,2.78,2.12,2.48,4.28,4.64,3.14
48049,12,35,3,41,10,7,19,47,4,40,4,21,0,29,32,2,19,9,32,40,21,2,11,18,10,3,4,22,32,39,48,49,108.07,21.87,665,1.45,0.55,1.19,2.72,4.1,2.18,4.46,2.6,2.42,3.14,4.82,2.24,4.4,2.24,3.26,2.0,3.74,3.92,2.12
927671,30,49,40,30,21,13,26,7,7,1,18,39,12,48,32,18,0,24,15,21,26,15,17,8,1,4,34,11,5,45,42,20,128.21,22.15,679,1.04,1.33,0.94,3.8,4.94,4.4,3.8,3.26,2.78,3.56,2.42,2.42,2.06,3.08,4.34,2.72,4.88,3.92,3.08
697828,3,10,9,21,25,15,45,26,50,29,27,5,16,49,45,23,9,30,7,50,23,9,0,31,0,18,43,7,27,42,6,15,88.41,24.29,715,0.9,0.67,0.85,2.18,2.6,2.54,3.26,3.5,2.9,4.7,3.56,5.0,3.74,3.62,2.3,2.96,4.94,4.7,3.38
679675,33,34,46,40,48,24,29,26,47,24,15,36,44,2,20,7,5,39,50,44,19,32,48,12,39,49,13,43,31,29,35,36,82.65,33.02,999,0.81,0.88,0.78,3.98,4.04,4.76,4.4,4.88,3.44,3.74,3.56,4.82,3.44,2.9,4.16,4.64,2.12,3.2,2.42
916160,6,36,30,26,32,46,31,36,41,22,8,23,45,27,1,24,23,4,24,14,47,29,13,11,4,18,25,39,5,46,27,43,109.09,25.71,806,0.65,0.81,0.84,2.36,4.16,3.8,3.56,3.92,4.76,3.86,4.16,4.46,3.32,2.48,3.38,4.7,3.62,2.06,3.44
